customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1677-CUST,Male,0,No,Yes,36,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,100.49,3359.93,Yes
1678-CUST,Female,0,Yes,Yes,0,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,31.89,0.0,Yes
1679-CUST,Female,1,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.86,5865.85,No
1680-CUST,Female,1,Yes,No,66,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.39,4756.57,No
1681-CUST,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.4,3261.73,No
1682-CUST,Male,0,No,No,45,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,73.59,3127.54,Yes
1683-CUST,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,43.93,1859.28,No
1684-CUST,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.09,2539.67,No
1685-CUST,Male,0,No,Yes,18,Yes,Yes,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),63.74,1075.24,No
1686-CUST,Female,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.57,3148.51,Yes
1687-CUST,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),84.41,384.68,Yes
1688-CUST,Male,0,Yes,No,62,No,No,No,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,71.36,4110.44,No
1689-CUST,Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.75,3206.76,Yes
1690-CUST,Female,0,No,No,71,Yes,No,No,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,112.09,7170.52,No
1691-CUST,Female,0,No,No,60,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,39.94,2271.69,Yes
1692-CUST,Female,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.22,371.52,Yes
1693-CUST,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),41.72,1353.81,Yes
1694-CUST,Male,0,No,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,104.2,1002.56,Yes
1695-CUST,Female,0,No,No,39,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,69.76,2681.66,No
1696-CUST,Male,0,No,Yes,64,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.95,3506.57,Yes
1697-CUST,Male,1,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.01,624.18,Yes
1698-CUST,Male,0,Yes,No,10,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,25.49,233.87,Yes
1699-CUST,Female,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.06,4905.88,Yes
1700-CUST,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.68,3925.29,No
1701-CUST,Female,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,106.51,4557.08,No
1702-CUST,Male,0,Yes,No,12,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),50.45,561.4,No
1703-CUST,Male,1,Yes,No,59,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),49.02,2669.14,No
1704-CUST,Male,1,Yes,No,48,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),27.6,1321.06,No
1705-CUST,Female,0,Yes,No,66,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.41,4685.4,No
1706-CUST,Male,0,Yes,Yes,6,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,20.45,118.12,Yes
1707-CUST,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,113.58,2694.4,Yes
1708-CUST,Female,0,No,Yes,22,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,42.17,851.28,No
1709-CUST,Female,0,Yes,Yes,50,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,63.36,2873.94,No
1710-CUST,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,33.8,1535.85,No
1711-CUST,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,52.27,195.54,Yes
1712-CUST,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),111.09,1251.09,Yes
1713-CUST,Male,0,No,Yes,41,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),117.96,4367.52,Yes
1714-CUST,Female,1,Yes,No,4,Yes,Yes,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.08,169.77,Yes
1715-CUST,Female,0,No,Yes,22,Yes,No,DSL,No,No,No,Yes,No internet service,No,Two year,No,Electronic check,101.32,2161.89,No
1716-CUST,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,34.55,2032.57,No
1717-CUST,Male,0,No,No,0,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,32.04,0.0,Yes
1718-CUST,Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,31.99,1562.17,No
1719-CUST,Male,0,No,Yes,71,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,114.13,7939.88,Yes
1720-CUST,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,89.41,162.39,Yes
1721-CUST,Male,1,Yes,No,63,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,77.02,4671.45,No
1722-CUST,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,37.39,1701.39,No
1723-CUST,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,72.05,71.89,Yes
1724-CUST,Female,0,Yes,Yes,48,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),119.4,5721.56,No
1725-CUST,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.24,2844.26,Yes
1726-CUST,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),118.64,228.65,Yes
1727-CUST,Male,1,No,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,19.24,589.82,No
1728-CUST,Female,0,Yes,No,35,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,74.69,2439.24,No
1729-CUST,Female,0,Yes,No,63,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,47.72,2777.07,No
1730-CUST,Female,0,No,No,31,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,51.79,1491.98,No
1731-CUST,Male,0,No,No,17,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),23.81,380.97,No
1732-CUST,Male,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),86.66,2692.91,No
1733-CUST,Female,1,No,Yes,55,No,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,105.1,5429.23,No
1734-CUST,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,42.98,2786.33,Yes
1735-CUST,Female,0,Yes,No,52,Yes,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,71.31,3358.0,No
1736-CUST,Male,0,Yes,No,66,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.32,1435.09,No
1737-CUST,Male,0,No,No,65,No,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),46.62,2734.67,No
1738-CUST,Male,1,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),40.69,2327.81,No
1739-CUST,Male,0,Yes,Yes,66,No,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.53,7595.32,Yes
1740-CUST,Female,0,Yes,Yes,38,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,69.08,2405.88,No
1741-CUST,Female,0,No,No,37,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),40.07,1385.72,No
1742-CUST,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),31.49,1207.96,No
1743-CUST,Male,0,Yes,Yes,18,Yes,Yes,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,97.17,1697.32,Yes
1744-CUST,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,22.62,83.26,Yes
1745-CUST,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,32.02,2175.52,No
1746-CUST,Female,0,No,No,13,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,23.22,279.75,No
1747-CUST,Male,0,No,Yes,48,Yes,No phone service,No,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),55.42,2469.94,No
1748-CUST,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),114.25,6947.18,Yes
1749-CUST,Male,0,Yes,No,56,Yes,No,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),42.01,2284.62,No
1750-CUST,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1833.07,Yes
1751-CUST,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,92.86,340.32,Yes
1752-CUST,Female,1,No,No,38,Yes,Yes,No,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,38.8,1338.14,No
1753-CUST,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,47.23,1079.01,No
1754-CUST,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,57.47,2095.18,Yes
1755-CUST,Female,0,No,No,49,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,One year,Yes,Electronic check,115.34,5565.98,No
1756-CUST,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),73.52,3843.52,No
1757-CUST,Male,0,Yes,No,0,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,62.65,0.0,Yes
1758-CUST,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),58.95,2445.62,No
1759-CUST,Male,0,No,No,38,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,No,Electronic check,57.72,2057.87,No
1760-CUST,Female,0,No,No,9,No,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),110.74,898.62,Yes
1761-CUST,Male,0,No,No,1,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),97.31,96.76,Yes
1762-CUST,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),37.14,2218.65,Yes
1763-CUST,Male,0,Yes,No,15,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,50.53,698.66,Yes
1764-CUST,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),104.49,3671.0,Yes
1765-CUST,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,94.53,1310.85,Yes
1766-CUST,Female,0,No,Yes,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.58,674.24,No
1767-CUST,Male,0,Yes,No,62,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.62,3332.16,Yes
1768-CUST,Male,1,Yes,Yes,63,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.05,3861.5,No
1769-CUST,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),105.46,2977.12,Yes
1770-CUST,Male,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,104.99,793.48,Yes
1771-CUST,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),33.4,333.01,Yes
1772-CUST,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Mailed check,77.74,5099.49,No
1773-CUST,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),114.2,3057.66,No
1774-CUST,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,25.83,353.89,No
1775-CUST,Female,0,Yes,No,58,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,54.57,3109.64,No
1776-CUST,Female,1,Yes,No,47,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,52.41,2365.94,No
1777-CUST,Male,0,Yes,Yes,59,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.49,1958.42,No
1778-CUST,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,117.83,7425.66,No
1779-CUST,Female,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,90.21,4892.56,Yes
1780-CUST,Female,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,87.77,5062.76,No
1781-CUST,Female,0,No,No,53,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.0,1109.84,Yes
1782-CUST,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),57.19,2809.46,No
1783-CUST,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.43,4555.98,Yes
1784-CUST,Male,1,No,No,38,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.62,2406.26,No
1785-CUST,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,91.94,1179.41,Yes
1786-CUST,Female,0,No,No,27,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.4,2651.68,Yes
1787-CUST,Female,1,No,No,35,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.67,3162.38,Yes
1788-CUST,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,114.26,5891.16,Yes
1789-CUST,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),74.47,1157.13,No
1790-CUST,Male,1,Yes,Yes,21,Yes,No,No,No,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,105.02,2192.41,No
1791-CUST,Female,0,No,Yes,35,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.3,4010.14,Yes
1792-CUST,Male,1,Yes,Yes,28,No,No,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.1,1904.43,Yes
1793-CUST,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,19.49,961.42,No
1794-CUST,Female,0,No,Yes,41,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),51.3,1925.88,No
1795-CUST,Female,1,Yes,No,31,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),72.84,2203.76,No
1796-CUST,Male,0,No,No,13,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.41,1103.05,Yes
1797-CUST,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Electronic check,78.4,1229.48,No
1798-CUST,Male,0,No,No,37,No,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),84.09,2864.74,No
1799-CUST,Male,1,No,Yes,33,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,91.71,2781.95,No
1800-CUST,Male,0,Yes,No,44,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,68.65,2776.27,No
1801-CUST,Male,0,Yes,No,31,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,102.46,2874.0,Yes
1802-CUST,Male,0,Yes,No,66,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.9,5496.16,Yes
1803-CUST,Female,0,Yes,No,62,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),97.14,5706.1,No
1804-CUST,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,85.42,4176.84,No
1805-CUST,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,29.02,1162.57,No
1806-CUST,Female,0,No,No,21,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Two year,No,Electronic check,33.81,642.3,No
1807-CUST,Male,0,No,No,67,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,35.32,2281.06,No
1808-CUST,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,22.98,623.7,No
1809-CUST,Female,0,No,No,39,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,40.31,1532.13,Yes
1810-CUST,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,75.12,3143.76,No
1811-CUST,Male,1,No,No,9,Yes,No phone service,No,No,No,No internet service,No,No,Yes,One year,No,Electronic check,24.11,210.62,No
1812-CUST,Male,0,No,Yes,44,Yes,No,No,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,46.92,2002.24,No
1813-CUST,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.56,1283.8,Yes
1814-CUST,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.39,37.18,Yes
1815-CUST,Male,0,Yes,Yes,16,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,38.15,551.8,No
1816-CUST,Female,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),102.36,3492.58,Yes
1817-CUST,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.02,2492.39,No
1818-CUST,Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,49.99,2846.92,No
1819-CUST,Male,1,Yes,Yes,4,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),73.98,288.45,Yes
1820-CUST,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,61.67,1372.85,Yes
1821-CUST,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,114.99,7885.38,Yes
1822-CUST,Female,0,No,Yes,21,Yes,No phone service,No,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),38.54,753.13,No
1823-CUST,Female,1,Yes,Yes,62,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.76,5146.43,Yes
1824-CUST,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),111.13,3655.84,No
1825-CUST,Male,0,Yes,No,54,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,91.6,4932.86,Yes
1826-CUST,Female,0,No,No,19,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,57.51,1050.39,Yes
1827-CUST,Female,0,No,Yes,4,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.13,370.12,Yes
1828-CUST,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),41.7,1541.14,No
1829-CUST,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Mailed check,91.13,5091.54,No
1830-CUST,Female,1,Yes,Yes,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.22,2823.82,Yes
1831-CUST,Male,1,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,56.34,3162.15,No
1832-CUST,Female,0,No,No,39,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),74.61,2627.08,No
1833-CUST,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,75.58,1159.6,No
1834-CUST,Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),74.72,4943.51,No
1835-CUST,Female,0,No,No,31,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,38.43,1143.54,No
1836-CUST,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,82.4,1699.2,Yes
1837-CUST,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),59.44,3483.48,Yes
1838-CUST,Female,1,No,Yes,55,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,31.61,1598.5,No
1839-CUST,Male,0,Yes,No,8,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),23.66,179.91,Yes
1840-CUST,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),102.0,6565.24,No
1841-CUST,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,95.43,5399.23,Yes
1842-CUST,Female,0,No,No,63,Yes,Yes,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,113.0,6676.52,No
1843-CUST,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,66.75,1269.25,No
1844-CUST,Female,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.59,2259.24,Yes
1845-CUST,Male,0,No,No,46,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,24.47,1020.14,Yes
1846-CUST,Female,1,No,No,1,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,48.7,47.03,Yes
1847-CUST,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),94.63,4395.61,No
1848-CUST,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.16,564.69,Yes
1849-CUST,Female,1,Yes,Yes,36,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Mailed check,29.45,1005.78,No
1850-CUST,Male,0,No,No,26,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),24.33,598.26,No
